colour	x	y	showSelected1	showSelected2	fill
#CCCCCC	10	9	6	No	#CCCCCC
#CCCCCC	1	10	6	No	#CCCCCC
#CCCCCC	2	10	6	No	#CCCCCC
#CCCCCC	3	10	6	No	#CCCCCC
#CCCCCC	4	10	6	No	#CCCCCC
#CCCCCC	5	10	6	No	#CCCCCC
#CCCCCC	6	10	6	No	#CCCCCC
#CCCCCC	7	10	6	No	#CCCCCC
#CCCCCC	8	10	6	No	#CCCCCC
#CCCCCC	9	10	6	No	#CCCCCC
#CCCCCC	10	10	6	No	#CCCCCC
#FF0000	1	1	7	Yes	#FF0000
#CCCCCC	2	1	7	No	#CCCCCC
#CCCCCC	3	1	7	No	#CCCCCC
#CCCCCC	4	1	7	No	#CCCCCC
#CCCCCC	5	1	7	No	#CCCCCC
#CCCCCC	6	1	7	No	#CCCCCC
#CCCCCC	7	1	7	No	#CCCCCC
#CCCCCC	8	1	7	No	#CCCCCC
#CCCCCC	9	1	7	No	#CCCCCC
#CCCCCC	10	1	7	No	#CCCCCC
#CCCCCC	1	2	7	No	#CCCCCC
#CCCCCC	2	2	7	No	#CCCCCC
#FF0000	3	2	7	Yes	#FF0000
#CCCCCC	4	2	7	No	#CCCCCC
#CCCCCC	5	2	7	No	#CCCCCC
#FF0000	6	2	7	Yes	#FF0000
#CCCCCC	7	2	7	No	#CCCCCC
#CCCCCC	8	2	7	No	#CCCCCC
#CCCCCC	9	2	7	No	#CCCCCC
#CCCCCC	10	2	7	No	#CCCCCC
#FF0000	1	3	7	Yes	#FF0000
#CCCCCC	2	3	7	No	#CCCCCC
#CCCCCC	3	3	7	No	#CCCCCC
#CCCCCC	4	3	7	No	#CCCCCC
#CCCCCC	5	3	7	No	#CCCCCC
#FF0000	6	3	7	Yes	#FF0000
#CCCCCC	7	3	7	No	#CCCCCC
#CCCCCC	8	3	7	No	#CCCCCC
#CCCCCC	9	3	7	No	#CCCCCC
#CCCCCC	10	3	7	No	#CCCCCC
#CCCCCC	1	4	7	No	#CCCCCC
#CCCCCC	2	4	7	No	#CCCCCC
#CCCCCC	3	4	7	No	#CCCCCC
#CCCCCC	4	4	7	No	#CCCCCC
#CCCCCC	5	4	7	No	#CCCCCC
#CCCCCC	6	4	7	No	#CCCCCC
#CCCCCC	7	4	7	No	#CCCCCC
#CCCCCC	8	4	7	No	#CCCCCC
#CCCCCC	9	4	7	No	#CCCCCC
#CCCCCC	10	4	7	No	#CCCCCC
#CCCCCC	1	5	7	No	#CCCCCC
#FF0000	2	5	7	Yes	#FF0000
#CCCCCC	3	5	7	No	#CCCCCC
#FF0000	4	5	7	Yes	#FF0000
#CCCCCC	5	5	7	No	#CCCCCC
#CCCCCC	6	5	7	No	#CCCCCC
#CCCCCC	7	5	7	No	#CCCCCC
#CCCCCC	8	5	7	No	#CCCCCC
#CCCCCC	9	5	7	No	#CCCCCC
#CCCCCC	10	5	7	No	#CCCCCC
#CCCCCC	1	6	7	No	#CCCCCC
#CCCCCC	2	6	7	No	#CCCCCC
#CCCCCC	3	6	7	No	#CCCCCC
#FF0000	4	6	7	Yes	#FF0000
#CCCCCC	5	6	7	No	#CCCCCC
#FF0000	6	6	7	Yes	#FF0000
#CCCCCC	7	6	7	No	#CCCCCC
#CCCCCC	8	6	7	No	#CCCCCC
#CCCCCC	9	6	7	No	#CCCCCC
#FF0000	10	6	7	Yes	#FF0000
#CCCCCC	1	7	7	No	#CCCCCC
#FF0000	2	7	7	Yes	#FF0000
#CCCCCC	3	7	7	No	#CCCCCC
#CCCCCC	4	7	7	No	#CCCCCC
#CCCCCC	5	7	7	No	#CCCCCC
#CCCCCC	6	7	7	No	#CCCCCC
#CCCCCC	7	7	7	No	#CCCCCC
#CCCCCC	8	7	7	No	#CCCCCC
#CCCCCC	9	7	7	No	#CCCCCC
#CCCCCC	10	7	7	No	#CCCCCC
#CCCCCC	1	8	7	No	#CCCCCC
#CCCCCC	2	8	7	No	#CCCCCC
#CCCCCC	3	8	7	No	#CCCCCC
#CCCCCC	4	8	7	No	#CCCCCC
#CCCCCC	5	8	7	No	#CCCCCC
#CCCCCC	6	8	7	No	#CCCCCC
#CCCCCC	7	8	7	No	#CCCCCC
#CCCCCC	8	8	7	No	#CCCCCC
#FF0000	9	8	7	Yes	#FF0000
#CCCCCC	10	8	7	No	#CCCCCC
#CCCCCC	1	9	7	No	#CCCCCC
#FF0000	2	9	7	Yes	#FF0000
#CCCCCC	3	9	7	No	#CCCCCC
#FF0000	4	9	7	Yes	#FF0000
#CCCCCC	5	9	7	No	#CCCCCC
#CCCCCC	6	9	7	No	#CCCCCC
#CCCCCC	7	9	7	No	#CCCCCC
#FF0000	8	9	7	Yes	#FF0000
#CCCCCC	9	9	7	No	#CCCCCC
#CCCCCC	10	9	7	No	#CCCCCC
#CCCCCC	1	10	7	No	#CCCCCC
#CCCCCC	2	10	7	No	#CCCCCC
#CCCCCC	3	10	7	No	#CCCCCC
#CCCCCC	4	10	7	No	#CCCCCC
#CCCCCC	5	10	7	No	#CCCCCC
#CCCCCC	6	10	7	No	#CCCCCC
#CCCCCC	7	10	7	No	#CCCCCC
#CCCCCC	8	10	7	No	#CCCCCC
#CCCCCC	9	10	7	No	#CCCCCC
#CCCCCC	10	10	7	No	#CCCCCC
#CCCCCC	1	1	8	No	#CCCCCC
#CCCCCC	2	1	8	No	#CCCCCC
#CCCCCC	3	1	8	No	#CCCCCC
#CCCCCC	4	1	8	No	#CCCCCC
#CCCCCC	5	1	8	No	#CCCCCC
#CCCCCC	6	1	8	No	#CCCCCC
#CCCCCC	7	1	8	No	#CCCCCC
#CCCCCC	8	1	8	No	#CCCCCC
#FF0000	9	1	8	Yes	#FF0000
#CCCCCC	10	1	8	No	#CCCCCC
#CCCCCC	1	2	8	No	#CCCCCC
#CCCCCC	2	2	8	No	#CCCCCC
#FF0000	3	2	8	Yes	#FF0000
#CCCCCC	4	2	8	No	#CCCCCC
#CCCCCC	5	2	8	No	#CCCCCC
#CCCCCC	6	2	8	No	#CCCCCC
#CCCCCC	7	2	8	No	#CCCCCC
#CCCCCC	8	2	8	No	#CCCCCC
#CCCCCC	9	2	8	No	#CCCCCC
#FF0000	10	2	8	Yes	#FF0000
#CCCCCC	1	3	8	No	#CCCCCC
#CCCCCC	2	3	8	No	#CCCCCC
#CCCCCC	3	3	8	No	#CCCCCC
#CCCCCC	4	3	8	No	#CCCCCC
#CCCCCC	5	3	8	No	#CCCCCC
#CCCCCC	6	3	8	No	#CCCCCC
#CCCCCC	7	3	8	No	#CCCCCC
#CCCCCC	8	3	8	No	#CCCCCC
#CCCCCC	9	3	8	No	#CCCCCC
#CCCCCC	10	3	8	No	#CCCCCC
#CCCCCC	1	4	8	No	#CCCCCC
#CCCCCC	2	4	8	No	#CCCCCC
#CCCCCC	3	4	8	No	#CCCCCC
#CCCCCC	4	4	8	No	#CCCCCC
#CCCCCC	5	4	8	No	#CCCCCC
#CCCCCC	6	4	8	No	#CCCCCC
#CCCCCC	7	4	8	No	#CCCCCC
#FF0000	8	4	8	Yes	#FF0000
#CCCCCC	9	4	8	No	#CCCCCC
#CCCCCC	10	4	8	No	#CCCCCC
#CCCCCC	1	5	8	No	#CCCCCC
#CCCCCC	2	5	8	No	#CCCCCC
#CCCCCC	3	5	8	No	#CCCCCC
#FF0000	4	5	8	Yes	#FF0000
#CCCCCC	5	5	8	No	#CCCCCC
#CCCCCC	6	5	8	No	#CCCCCC
#CCCCCC	7	5	8	No	#CCCCCC
#CCCCCC	8	5	8	No	#CCCCCC
#CCCCCC	9	5	8	No	#CCCCCC
#CCCCCC	10	5	8	No	#CCCCCC
#CCCCCC	1	6	8	No	#CCCCCC
#FF0000	2	6	8	Yes	#FF0000
#CCCCCC	3	6	8	No	#CCCCCC
#CCCCCC	4	6	8	No	#CCCCCC
#FF0000	5	6	8	Yes	#FF0000
#CCCCCC	6	6	8	No	#CCCCCC
#CCCCCC	7	6	8	No	#CCCCCC
#CCCCCC	8	6	8	No	#CCCCCC
#CCCCCC	9	6	8	No	#CCCCCC
#CCCCCC	10	6	8	No	#CCCCCC
#CCCCCC	1	7	8	No	#CCCCCC
#CCCCCC	2	7	8	No	#CCCCCC
#CCCCCC	3	7	8	No	#CCCCCC
#CCCCCC	4	7	8	No	#CCCCCC
#FF0000	5	7	8	Yes	#FF0000
#FF0000	6	7	8	Yes	#FF0000
#CCCCCC	7	7	8	No	#CCCCCC
#CCCCCC	8	7	8	No	#CCCCCC
#CCCCCC	9	7	8	No	#CCCCCC
#CCCCCC	10	7	8	No	#CCCCCC
#FF0000	1	8	8	Yes	#FF0000
#FF0000	2	8	8	Yes	#FF0000
#FF0000	3	8	8	Yes	#FF0000
#CCCCCC	4	8	8	No	#CCCCCC
#CCCCCC	5	8	8	No	#CCCCCC
#CCCCCC	6	8	8	No	#CCCCCC
#CCCCCC	7	8	8	No	#CCCCCC
#CCCCCC	8	8	8	No	#CCCCCC
#CCCCCC	9	8	8	No	#CCCCCC
#CCCCCC	10	8	8	No	#CCCCCC
#CCCCCC	1	9	8	No	#CCCCCC
#CCCCCC	2	9	8	No	#CCCCCC
#CCCCCC	3	9	8	No	#CCCCCC
#CCCCCC	4	9	8	No	#CCCCCC
#CCCCCC	5	9	8	No	#CCCCCC
#CCCCCC	6	9	8	No	#CCCCCC
#CCCCCC	7	9	8	No	#CCCCCC
#FF0000	8	9	8	Yes	#FF0000
#CCCCCC	9	9	8	No	#CCCCCC
#CCCCCC	10	9	8	No	#CCCCCC
#CCCCCC	1	10	8	No	#CCCCCC
#CCCCCC	2	10	8	No	#CCCCCC
#CCCCCC	3	10	8	No	#CCCCCC
#FF0000	4	10	8	Yes	#FF0000
#CCCCCC	5	10	8	No	#CCCCCC
#CCCCCC	6	10	8	No	#CCCCCC
#CCCCCC	7	10	8	No	#CCCCCC
#FF0000	8	10	8	Yes	#FF0000
#CCCCCC	9	10	8	No	#CCCCCC
#CCCCCC	10	10	8	No	#CCCCCC
#FF0000	1	1	9	Yes	#FF0000
#CCCCCC	2	1	9	No	#CCCCCC
#CCCCCC	3	1	9	No	#CCCCCC
#CCCCCC	4	1	9	No	#CCCCCC
#CCCCCC	5	1	9	No	#CCCCCC
#CCCCCC	6	1	9	No	#CCCCCC
#CCCCCC	7	1	9	No	#CCCCCC
#FF0000	8	1	9	Yes	#FF0000
#CCCCCC	9	1	9	No	#CCCCCC
#CCCCCC	10	1	9	No	#CCCCCC
#CCCCCC	1	2	9	No	#CCCCCC
#FF0000	2	2	9	Yes	#FF0000
#CCCCCC	3	2	9	No	#CCCCCC
#CCCCCC	4	2	9	No	#CCCCCC
#CCCCCC	5	2	9	No	#CCCCCC
#CCCCCC	6	2	9	No	#CCCCCC
#CCCCCC	7	2	9	No	#CCCCCC
#CCCCCC	8	2	9	No	#CCCCCC
#CCCCCC	9	2	9	No	#CCCCCC
#CCCCCC	10	2	9	No	#CCCCCC
#FF0000	1	3	9	Yes	#FF0000
#CCCCCC	2	3	9	No	#CCCCCC
#CCCCCC	3	3	9	No	#CCCCCC
#CCCCCC	4	3	9	No	#CCCCCC
#CCCCCC	5	3	9	No	#CCCCCC
#CCCCCC	6	3	9	No	#CCCCCC
#CCCCCC	7	3	9	No	#CCCCCC
#CCCCCC	8	3	9	No	#CCCCCC
#CCCCCC	9	3	9	No	#CCCCCC
#CCCCCC	10	3	9	No	#CCCCCC
#CCCCCC	1	4	9	No	#CCCCCC
#CCCCCC	2	4	9	No	#CCCCCC
#CCCCCC	3	4	9	No	#CCCCCC
#CCCCCC	4	4	9	No	#CCCCCC
#CCCCCC	5	4	9	No	#CCCCCC
#CCCCCC	6	4	9	No	#CCCCCC
#CCCCCC	7	4	9	No	#CCCCCC
#CCCCCC	8	4	9	No	#CCCCCC
#FF0000	9	4	9	Yes	#FF0000
#CCCCCC	10	4	9	No	#CCCCCC
#CCCCCC	1	5	9	No	#CCCCCC
#CCCCCC	2	5	9	No	#CCCCCC
#CCCCCC	3	5	9	No	#CCCCCC
#CCCCCC	4	5	9	No	#CCCCCC
#CCCCCC	5	5	9	No	#CCCCCC
#CCCCCC	6	5	9	No	#CCCCCC
#FF0000	7	5	9	Yes	#FF0000
#CCCCCC	8	5	9	No	#CCCCCC
#CCCCCC	9	5	9	No	#CCCCCC
#CCCCCC	10	5	9	No	#CCCCCC
#CCCCCC	1	6	9	No	#CCCCCC
#CCCCCC	2	6	9	No	#CCCCCC
#CCCCCC	3	6	9	No	#CCCCCC
#CCCCCC	4	6	9	No	#CCCCCC
#CCCCCC	5	6	9	No	#CCCCCC
#CCCCCC	6	6	9	No	#CCCCCC
#CCCCCC	7	6	9	No	#CCCCCC
#CCCCCC	8	6	9	No	#CCCCCC
#CCCCCC	9	6	9	No	#CCCCCC
#CCCCCC	10	6	9	No	#CCCCCC
#CCCCCC	1	7	9	No	#CCCCCC
#CCCCCC	2	7	9	No	#CCCCCC
#CCCCCC	3	7	9	No	#CCCCCC
#CCCCCC	4	7	9	No	#CCCCCC
#FF0000	5	7	9	Yes	#FF0000
#CCCCCC	6	7	9	No	#CCCCCC
#CCCCCC	7	7	9	No	#CCCCCC
#CCCCCC	8	7	9	No	#CCCCCC
#CCCCCC	9	7	9	No	#CCCCCC
#CCCCCC	10	7	9	No	#CCCCCC
#FF0000	1	8	9	Yes	#FF0000
#FF0000	2	8	9	Yes	#FF0000
#CCCCCC	3	8	9	No	#CCCCCC
#FF0000	4	8	9	Yes	#FF0000
#FF0000	5	8	9	Yes	#FF0000
#CCCCCC	6	8	9	No	#CCCCCC
#CCCCCC	7	8	9	No	#CCCCCC
#CCCCCC	8	8	9	No	#CCCCCC
#CCCCCC	9	8	9	No	#CCCCCC
#FF0000	10	8	9	Yes	#FF0000
#CCCCCC	1	9	9	No	#CCCCCC
#CCCCCC	2	9	9	No	#CCCCCC
#CCCCCC	3	9	9	No	#CCCCCC
#CCCCCC	4	9	9	No	#CCCCCC
#CCCCCC	5	9	9	No	#CCCCCC
#CCCCCC	6	9	9	No	#CCCCCC
#FF0000	7	9	9	Yes	#FF0000
#CCCCCC	8	9	9	No	#CCCCCC
#CCCCCC	9	9	9	No	#CCCCCC
#CCCCCC	10	9	9	No	#CCCCCC
#CCCCCC	1	10	9	No	#CCCCCC
#CCCCCC	2	10	9	No	#CCCCCC
#CCCCCC	3	10	9	No	#CCCCCC
#FF0000	4	10	9	Yes	#FF0000
#CCCCCC	5	10	9	No	#CCCCCC
#CCCCCC	6	10	9	No	#CCCCCC
#FF0000	7	10	9	Yes	#FF0000
#CCCCCC	8	10	9	No	#CCCCCC
#CCCCCC	9	10	9	No	#CCCCCC
#CCCCCC	10	10	9	No	#CCCCCC
#FF0000	1	1	10	Yes	#FF0000
#CCCCCC	2	1	10	No	#CCCCCC
#CCCCCC	3	1	10	No	#CCCCCC
#FF0000	4	1	10	Yes	#FF0000
#FF0000	5	1	10	Yes	#FF0000
#CCCCCC	6	1	10	No	#CCCCCC
#CCCCCC	7	1	10	No	#CCCCCC
#CCCCCC	8	1	10	No	#CCCCCC
#CCCCCC	9	1	10	No	#CCCCCC
#FF0000	10	1	10	Yes	#FF0000
#CCCCCC	1	2	10	No	#CCCCCC
#CCCCCC	2	2	10	No	#CCCCCC
#CCCCCC	3	2	10	No	#CCCCCC
#CCCCCC	4	2	10	No	#CCCCCC
#CCCCCC	5	2	10	No	#CCCCCC
#CCCCCC	6	2	10	No	#CCCCCC
#CCCCCC	7	2	10	No	#CCCCCC
#CCCCCC	8	2	10	No	#CCCCCC
#CCCCCC	9	2	10	No	#CCCCCC
#CCCCCC	10	2	10	No	#CCCCCC
#CCCCCC	1	3	10	No	#CCCCCC
#FF0000	2	3	10	Yes	#FF0000
#CCCCCC	3	3	10	No	#CCCCCC
#CCCCCC	4	3	10	No	#CCCCCC
#FF0000	5	3	10	Yes	#FF0000
#CCCCCC	6	3	10	No	#CCCCCC
#CCCCCC	7	3	10	No	#CCCCCC
#CCCCCC	8	3	10	No	#CCCCCC
#CCCCCC	9	3	10	No	#CCCCCC
#CCCCCC	10	3	10	No	#CCCCCC
#CCCCCC	1	4	10	No	#CCCCCC
#CCCCCC	2	4	10	No	#CCCCCC
#CCCCCC	3	4	10	No	#CCCCCC
#CCCCCC	4	4	10	No	#CCCCCC
#CCCCCC	5	4	10	No	#CCCCCC
#FF0000	6	4	10	Yes	#FF0000
#CCCCCC	7	4	10	No	#CCCCCC
#CCCCCC	8	4	10	No	#CCCCCC
#CCCCCC	9	4	10	No	#CCCCCC
#CCCCCC	10	4	10	No	#CCCCCC
#CCCCCC	1	5	10	No	#CCCCCC
#CCCCCC	2	5	10	No	#CCCCCC
#CCCCCC	3	5	10	No	#CCCCCC
#CCCCCC	4	5	10	No	#CCCCCC
#CCCCCC	5	5	10	No	#CCCCCC
#FF0000	6	5	10	Yes	#FF0000
#CCCCCC	7	5	10	No	#CCCCCC
#CCCCCC	8	5	10	No	#CCCCCC
#CCCCCC	9	5	10	No	#CCCCCC
#CCCCCC	10	5	10	No	#CCCCCC
#CCCCCC	1	6	10	No	#CCCCCC
#CCCCCC	2	6	10	No	#CCCCCC
#CCCCCC	3	6	10	No	#CCCCCC
#CCCCCC	4	6	10	No	#CCCCCC
#CCCCCC	5	6	10	No	#CCCCCC
#CCCCCC	6	6	10	No	#CCCCCC
#CCCCCC	7	6	10	No	#CCCCCC
#CCCCCC	8	6	10	No	#CCCCCC
#CCCCCC	9	6	10	No	#CCCCCC
#CCCCCC	10	6	10	No	#CCCCCC
#CCCCCC	1	7	10	No	#CCCCCC
#CCCCCC	2	7	10	No	#CCCCCC
#CCCCCC	3	7	10	No	#CCCCCC
#CCCCCC	4	7	10	No	#CCCCCC
#CCCCCC	5	7	10	No	#CCCCCC
#CCCCCC	6	7	10	No	#CCCCCC
#CCCCCC	7	7	10	No	#CCCCCC
#FF0000	8	7	10	Yes	#FF0000
#CCCCCC	9	7	10	No	#CCCCCC
#CCCCCC	10	7	10	No	#CCCCCC
#CCCCCC	1	8	10	No	#CCCCCC
#CCCCCC	2	8	10	No	#CCCCCC
#CCCCCC	3	8	10	No	#CCCCCC
#CCCCCC	4	8	10	No	#CCCCCC
#CCCCCC	5	8	10	No	#CCCCCC
#CCCCCC	6	8	10	No	#CCCCCC
#FF0000	7	8	10	Yes	#FF0000
#CCCCCC	8	8	10	No	#CCCCCC
#CCCCCC	9	8	10	No	#CCCCCC
#CCCCCC	10	8	10	No	#CCCCCC
#CCCCCC	1	9	10	No	#CCCCCC
#CCCCCC	2	9	10	No	#CCCCCC
#CCCCCC	3	9	10	No	#CCCCCC
#FF0000	4	9	10	Yes	#FF0000
#CCCCCC	5	9	10	No	#CCCCCC
#CCCCCC	6	9	10	No	#CCCCCC
#CCCCCC	7	9	10	No	#CCCCCC
#CCCCCC	8	9	10	No	#CCCCCC
#CCCCCC	9	9	10	No	#CCCCCC
#CCCCCC	10	9	10	No	#CCCCCC
#CCCCCC	1	10	10	No	#CCCCCC
#CCCCCC	2	10	10	No	#CCCCCC
#FF0000	3	10	10	Yes	#FF0000
#FF0000	4	10	10	Yes	#FF0000
#CCCCCC	5	10	10	No	#CCCCCC
#FF0000	6	10	10	Yes	#FF0000
#CCCCCC	7	10	10	No	#CCCCCC
#FF0000	8	10	10	Yes	#FF0000
#CCCCCC	9	10	10	No	#CCCCCC
#CCCCCC	10	10	10	No	#CCCCCC
